kandidat,parti,kommune,stemmer
Jan M. Johansen,Konservative,Ringsted Kommune,16
Finn Erik Larsen,Enhedslisten,Holbæk Kommune,16
Karin Ahlgren,SF,Syddjurs Kommune,16
Ole Finnerup Larsen,Socialdemokratiet,Haderslev Kommune,16
Jakob Trier,Moderaterne,Gladsaxe Kommune,16
Steen Asgeir Petersen,Radikale,Thisted Kommune,16
Jan Rønnov,Konservative,Brønderslev Kommune,16
Troels Overgaard,Venstre,Vejle Kommune,16
Lennie Fredskov Hansen,Konservative,Stevns Kommune,16
Alexander W. Yttesen,Venstre,Allerød Kommune,16
Torben Lollike,Radikale,Ringsted Kommune,16
Jacob Vestergaard,Venstre,Fredensborg Kommune,16
Klaus Kesje,Konservative,Helsingør Kommune,16
Lars Tarnak,Liberal Alliance,Langeland Kommune,16
Poul Bloch Jensen,Konservative,Langeland Kommune,16
Ibrahim Salman,Enhedslisten,Lolland Kommune,16
Jan Nejdl Salomonsen,Enhedslisten,Ishøj Kommune,16
Ektaj Sulejmanovski,Radikale,Ishøj Kommune,16
Laus D. Jørgensen,SF,Langeland Kommune,16
Harry Andresen,Dansk Folkeparti,Ballerup Kommune,16
Maiken Huglstad Pedersen,E,Esbjerg Kommune,16
Joakim Viborg Olesen,Kristendemokraterne,Haderslev Kommune,16
Ali Afshar,SF,Holstebro Kommune,16
Eva Guldfred,Kristendemokraterne,Greve Kommune,16
Ole K. Svendsen,Socialdemokratiet,Dragør Kommune,16
Per B. Nielsen,R,Aarhus Kommune,16
Mike Dyrby Petersen,Socialdemokratiet,Tønder Kommune,16
René Nicklas Wendt,Konservative,Allerød Kommune,16
Lasse Rask Jensen,Liberal Alliance,Kalundborg Kommune,16
Anne Grete Madsen,Konservative,Kalundborg Kommune,16
Henning A. Jensen,Socialdemokratiet,Bornholms Regionskommune,16
Morten Halkjær,Venstre,Fanø Kommune,16
Jan Ståhlberg,Radikale,Næstved Kommune,16
Frank Reeckmann,Moderaterne,Frederikshavn Kommune,16
Birgit Gundorph-Malling,Radikale,Halsnæs Kommune,16
Vibeke Preisler,Radikale,Gentofte Kommune,16
Niels-Bo Ingvorsen,Venstre,Furesø Kommune,16
Mathias Rothausen,R,Vejle Kommune,16
Casper Hedegaard,Moderaterne,Københavns Kommune,16
Thomas Fabricius,SF,Sorø Kommune,16
Anton Niemann,SF,Haderslev Kommune,16
Jens Hjul-Nielsen,Venstre,Bornholms Regionskommune,16
Rasmus Boné,Venstre,Ishøj Kommune,16
Charlotte Kirkegaard,Venstre,Fredensborg Kommune,16
Poul Thomsen,Liberal Alliance,Holbæk Kommune,16
Kasper O. Andersen,SF,Odsherred Kommune,15
Åki Martinsson Kristiansen,Konservative,Greve Kommune,15
Ole Rasmussen,Venstre,Frederikshavn Kommune,15
Henriette Sørensen,J,Lolland Kommune,15
Irene B. Pedersen,Konservative,Næstved Kommune,15
Iben Røstbjærg Kullberg,L,Sorø Kommune,15
Sune Øksnebjerg,Radikale,Gladsaxe Kommune,15
Bent Bugge Herlevsen,Socialdemokratiet,Mariagerfjord Kommune,15
Allan If Jensen,Enhedslisten,Furesø Kommune,15
Søs Junker,Liberal Alliance,Haderslev Kommune,15
Bente Lauridsen,SF,Odense Kommune,15
Villy Nielsen,Liberal Alliance,Struer Kommune,15
Britt Norre,Socialdemokratiet,Langeland Kommune,15
Inger Isaksen,Alternativet,Viborg Kommune,15
Joan Jensen,Socialdemokratiet,Vallensbæk Kommune,15
Thomas Duerlund Falkenberg,Radikale,Stevns Kommune,15
Claus Piper,Konservative,Næstved Kommune,15
M. Simoni,L,Rødovre Kommune,15
Allan Sjørslev,Socialdemokratiet,Kerteminde Kommune,15
Jakob Toftebjerg,Venstre,Hedensted Kommune,15
Azad Palmqvist,Radikale,Lemvig Kommune,15
Kjeld Espersen,Radikale,Høje-Taastrup Kommune,15
Kirsten Frydenlund,Dansk Folkeparti,Dragør Kommune,15
Vibeke Baden Laursen,Enhedslisten,Rudersdal Kommune,15
Leif Lykke Larsen,Dansk Folkeparti,Jammerbugt Kommune,15
Michael Augustine,Moderaterne,Kalundborg Kommune,15
Kurt Kirkegaard,Konservative,Fanø Kommune,15
Oluf la Cour Dragsbo,Radikale,Esbjerg Kommune,15
Tommy Dalgaard,Kristendemokraterne,Viborg Kommune,15
Alex Lauridsen,Dansk Folkeparti,Thisted Kommune,15
Thomas Lauritzen,Socialdemokratiet,Samsø Kommune,15
Henning Boe,Socialdemokratiet,Assens Kommune,15
Jan Kiding,Socialdemokratiet,Greve Kommune,15
Hans Kurt Børresen,SF,Jammerbugt Kommune,15
Martin Kaltoft,Kristendemokraterne,Bornholms Regionskommune,15
Steen Hemmeshøj,SF,Stevns Kommune,15
Knud Bruun Poulsen,Liberal Alliance,Ballerup Kommune,15
Anne Schmidt,Dansk Folkeparti,Lyngby-Taarbæk Kommune,15
John Arnshof,Radikale,Nordfyns Kommune,15
Sarah Leiendecker,Slesvigsk Parti,Sønderborg Kommune,15
Henning Malmmose Johansen,L,Læsø Kommune,15
Claus Wiese,Moderaterne,Skanderborg Kommune,15
Thomas Vestergaard,Alternativet,Viborg Kommune,15
Frank Buch,SF,Odsherred Kommune,15
Casper Stølting,Konservative,Jammerbugt Kommune,15
Anders Friis Knudsen,Kristendemokraterne,Odense Kommune,15
Frede Thomsen,Enhedslisten,Furesø Kommune,15
Marcus Reenberg,Enhedslisten,Vejle Kommune,15
Marcus Sabri,Moderaterne,Helsingør Kommune,15
Karin Østergaard,Enhedslisten,Solrød Kommune,15
Susanne Nøhr Johnsen,Konservative,Vordingborg Kommune,15
Claus Ljungberg Jørgensen,Venstre,Københavns Kommune,15
Lars Christian Thomsen,Konservative,Hjørring Kommune,15
Rune Jørgensen,R,Københavns Kommune,15
Anne Grethe Olsen,SF,Samsø Kommune,15
Anders Olsen,Moderaterne,Ishøj Kommune,15
Lars Vistrup Skov,Radikale,Ballerup Kommune,15
Poul Erik Christensen,Konservative,Gladsaxe Kommune,15
Christoffer Schou,Radikale,Skanderborg Kommune,15
Henrik Fænøe,Radikale,Rudersdal Kommune,15
Solveig Lauritsen,Enhedslisten,Rebild Kommune,15
Inge Riis Langseth,N,Holbæk Kommune,15
Lis Nordstrøm,Moderaterne,Furesø Kommune,15
Maria Slott Petersen,L,Odsherred Kommune,15
Ulrik Falk-Sørensen,SF,Ballerup Kommune,15
Henrik Steffens,Radikale,Silkeborg Kommune,15
Mikkel Sarup,L,Guldborgsund Kommune,15
Brian Palmund,Venstre,Albertslund Kommune,15
Anna-Sofie Elle Skov,Liberal Alliance,Ishøj Kommune,15
Sally Dorthea Fischer,Enhedslisten,Allerød Kommune,15
Henrik Hertz,Konservative,Albertslund Kommune,15
Karl Johan Nordman,Konservative,Ringsted Kommune,15
Lars Bakke Olsen,Radikale,Vordingborg Kommune,15
Jan Østergaard,G,Guldborgsund Kommune,15
Kai Hansen,Venstre,Norddjurs Kommune,15
Flemming Nielsen,Konservative,Favrskov Kommune,15
Kjeld Mikkelsen,Enhedslisten,Syddjurs Kommune,14
Johnny Andersen,Moderaterne,Guldborgsund Kommune,14
Jens Frode Fogt,Venstre,Vordingborg Kommune,14
Jens Henrik Hansen,Konservative,Odsherred Kommune,14
Simon Neergaard-Holm,Liberal Alliance,Furesø Kommune,14
Kristian Nielsen,Venstre,Københavns Kommune,14
Klaus Pedersen,Socialdemokratiet,Middelfart Kommune,14
Jens Peter Hanghøj Laursen,Radikale,Hjørring Kommune,14
Anja Guldborg,Venstre,Samsø Kommune,14
Morten Munksø Rolle,Konservative,Glostrup Kommune,14
Jørgen Eirfeldt,Venstre,Hørsholm Kommune,14
Vittus Bernlow,Konservative,Vesthimmerlands Kommune,14
Jens Christian Storgaard,T,Københavns Kommune,14
Allan Pleman,Enhedslisten,Bornholms Regionskommune,14
Christian Skjæran,Venstre,Ballerup Kommune,14
Anders Worsaae,Enhedslisten,Egedal Kommune,14
Tina Løyche,Venstre,Høje-Taastrup Kommune,14
Sander Pennerup,Y,Københavns Kommune,14
Louise Aggebo,Moderaterne,Gribskov Kommune,14
Mogens Hansen,Venstre,Sorø Kommune,14
Lars Thyrre Sørensen,Enhedslisten,Syddjurs Kommune,14
Per Madsen,Konservative,Billund Kommune,14
Arne Gørges,Enhedslisten,Vejle Kommune,14
Mogens Bedsted,SF,Odder Kommune,14
Birger Bro Christensen,Liberal Alliance,Svendborg Kommune,14
Vibeke Steffensen,J,Lolland Kommune,14
Ole Krog,E,Fredensborg Kommune,14
Trine Gotha Frandsen,T,Dragør Kommune,14
Niels Kirkegaard,Venstre,Allerød Kommune,14
Thomas Monberg,SF,Gladsaxe Kommune,14
Jonas M. Hoeck,Konservative,Odense Kommune,14
Peter Yde Knudsen,Enhedslisten,Hjørring Kommune,14
Ole B. Sørensen,Venstre,Vesthimmerlands Kommune,14
Helle Henrikka Mattsson,L,Ærø Kommune,14
Bent Delfs,Konservative,Holbæk Kommune,14
Chris Hvid Hansen,Konservative,Københavns Kommune,14
Pia Fuglsang,Venstre,Morsø Kommune,14
Bjarne Tolboe Christiansen,Radikale,Gladsaxe Kommune,14
Thomas Skov Andersen,Radikale,Glostrup Kommune,14
Imad Daher,U,Glostrup Kommune,14
Troels Kristensen,Enhedslisten,Thisted Kommune,14
Chriistofer Avelon Damgård,Dansk Folkeparti,Bornholms Regionskommune,14
Christian Meesenburg Andersen,Socialdemokratiet,Mariagerfjord Kommune,14
Rolf Gravesen,Moderaterne,Aalborg Kommune,14
Mette Byrdal,Venstre,Tårnby Kommune,14
Nils Hendriksen,Radikale,Gentofte Kommune,14
Henrik Opstrup,Enhedslisten,Odder Kommune,14
Jytte Agerup,Radikale,Allerød Kommune,14
Hans Skou,R,Københavns Kommune,14
Thomas de Renouard,Enhedslisten,Kolding Kommune,14
Pia Gjerlev Hollund,Radikale,Egedal Kommune,14
Anette Colding Brun,Radikale,Lemvig Kommune,14
Anne Marie Pedersen,SF,Haderslev Kommune,14
Line Vind,Moderaterne,Sorø Kommune,14
Anders Rydahl-Jensen,Venstre,Hjørring Kommune,14
Lars Christian Funk,Moderaterne,Bornholms Regionskommune,14
Leif Krøyer,D,Horsens Kommune,14
Natasha Fogsgaard-Alveen,SF,Aalborg Kommune,14
Jesper Behrensdorff,G,Gribskov Kommune,14
Jørgen Larsen,Moderaterne,Sorø Kommune,14
Ingelise Holde,Venstre,Lolland Kommune,14
Rasmus Byrith,Konservative,Vesthimmerlands Kommune,14
Jeanne Hedin,L,Helsingør Kommune,14
Marion K. Hansen,Enhedslisten,Sønderborg Kommune,14
Bent Larsen,L,Vesthimmerlands Kommune,14
Preben Bjørn Madsen,Enhedslisten,Høje-Taastrup Kommune,14
Henry Larsen,Radikale,Kalundborg Kommune,14
Nico Sparboom,Liberal Alliance,Holbæk Kommune,14
Jørgen Lildballe,Dansk Folkeparti,Tønder Kommune,14
Peter Vinther,SF,Greve Kommune,14
Lone Lise Thorsen,SF,Syddjurs Kommune,14
Otto de Bruijn,L,Ikast-Brande Kommune,14
Jens Peter Zacho,Konservative,Morsø Kommune,14
Anne Hejse,L,Ærø Kommune,14
Tommy Christensen,Kristendemokraterne,Struer Kommune,14
Ole Skovbo,SF,Samsø Kommune,14
Lars Bacher,Konservative,Allerød Kommune,14
Lars Augsburg,L,Dragør Kommune,14
Harry Jensen,Enhedslisten,Hjørring Kommune,14
Sebastian Pawlak-Friis,Enhedslisten,Rudersdal Kommune,14
Steen Nielsen,Konservative,Holbæk Kommune,13
Søren Andersen,D,Skive Kommune,13
Lene Fly,Konservative,Solrød Kommune,13
Thomas Estrup,Liberal Alliance,Ærø Kommune,13
Ole Lützhøft Petersen,N,Holbæk Kommune,13
Betina Herold Højgaard,Radikale,Fanø Kommune,13
Poul Erik Pedersen,Radikale,Odsherred Kommune,13
Per Laursen,Liberal Alliance,Skanderborg Kommune,13
Peter Lawrence Brooker,L,Gladsaxe Kommune,13
Erik Kastberg,SF,Norddjurs Kommune,13
Thomas Kierkgaard,Moderaterne,Esbjerg Kommune,13
Aneken S. Petersen,Enhedslisten,Kolding Kommune,13
Anne Grønlund,G,Dragør Kommune,13
Alice Silkjær,Socialdemokratiet,Allerød Kommune,13
Ole Gilberg,Konservative,Ærø Kommune,13
Christoffer Vaaben Ladefoged,Alternativet,Middelfart Kommune,13
Birgitte Larsen,Radikale,Fredensborg Kommune,13
Erik Danskov Frederiksen,Venstre,Sorø Kommune,13
Magnus Rasmussen,Venstre,Albertslund Kommune,13
Morten Lorenzen,Radikale,Assens Kommune,13
Søren Liltorp,N,Holbæk Kommune,13
Nanna de Courcy,SF,Viborg Kommune,13
Henrik Rasmussen,Dansk Folkeparti,Lyngby-Taarbæk Kommune,13
Kaj Fischer Holm,Liberal Alliance,Aarhus Kommune,13
Martin Høyer Rasmussen,Socialdemokratiet,Ballerup Kommune,13
Victoria Johnstad-Møller,Konservative,Kerteminde Kommune,13
Krestian Thomsen Bie,SF,Aarhus Kommune,13
Christina  Berkowitz,Venstre,Lolland Kommune,13
Jens Christian Jensen,Konservative,Næstved Kommune,13
Martin Elbæk,Venstre,Nordfyns Kommune,13
Halil Kara,Enhedslisten,Høje-Taastrup Kommune,13
Anne Seitz Christoffersen,Radikale,Fredensborg Kommune,13
Sus Gehrke,Enhedslisten,Vallensbæk Kommune,13
Johnny Birch,Dansk Folkeparti,Vordingborg Kommune,13
Birte Kramhøft,SF,Ballerup Kommune,13
Signe Hartung Kjærby,Kristendemokraterne,Bornholms Regionskommune,13
Jeanette Jacobsen,E,Ballerup Kommune,13
Kurt Løvlund Pedersen,Radikale,Sorø Kommune,13
Henrik Egede,Konservative,Sorø Kommune,13
Torbjørn Hansen,L,Langeland Kommune,13
Simon Enemærk Pedersen,Enhedslisten,Middelfart Kommune,13
Bruno Clausen,G,Sønderborg Kommune,13
Claus Nedenskov,Enhedslisten,Gribskov Kommune,13
Kjeld Jensen,Danmarksdemokraterne,Favrskov Kommune,13
Inge Feigh,Moderaterne,Faxe Kommune,13
Mogens Wolf Johansen,L,Rudersdal Kommune,13
Bjarne Holm,Kristendemokraterne,Hillerød Kommune,13
Alice Frost Larsen,Konservative,Samsø Kommune,13
Johnny Hougaard Sørensen,SF,Faxe Kommune,13
Lars Langhoff,Liberal Alliance,Gladsaxe Kommune,13
Michael Haas,Socialdemokratiet,Frederikshavn Kommune,13
Jesper B. Poulsen,Konservative,Favrskov Kommune,13
Jacob Hansen Rye,SF,Lemvig Kommune,13
Jens J. Nohns Bay,Venstre,Guldborgsund Kommune,13
Helge Brosbøl,D,Nordfyns Kommune,13
Niels Wied,Radikale,Lemvig Kommune,13
Kirsten Severin Pedersen,Konservative,Albertslund Kommune,12
Hauke Grella,Slesvigsk Parti,Tønder Kommune,12
Thomas Frandsen,Radikale,Gribskov Kommune,12
Christian Hoier Porsborg,Liberal Alliance,Haderslev Kommune,12
Jørn Skovsgaard,Radikale,Ærø Kommune,12
Jørgen Overgaard,Konservative,Skive Kommune,12
Tenna R. Kristensen,Enhedslisten,Sønderborg Kommune,12
Heidi Burgedahl,E,Bornholms Regionskommune,12
Asger Jung Laursen,Radikale,Ballerup Kommune,12
Tobias Thumand Trige-Rasmussen,Konservative,Vordingborg Kommune,12
Kim Rune Jensen,L,Odsherred Kommune,12
Kim Bonnesen,Konservative,Albertslund Kommune,12
Svend Thorsen,Konservative,Faxe Kommune,12
Torben Falkenberg,Liberal Alliance,Lyngby-Taarbæk Kommune,12
Søren Østergaard,SF,Rødovre Kommune,12
Charlotte H. Kaufmanas,Radikale,Hillerød Kommune,12
Jesper Skinhøj Sund,Socialdemokratiet,Lemvig Kommune,12
Jens Lyhne,SF,Thisted Kommune,12
Claus Døssing,Socialdemokratiet,Læsø Kommune,12
Renè Fjordside Jensen,D,Holstebro Kommune,12
Inger-Margrethe Jensen,SF,Hjørring Kommune,12
Nicolai Leslie Ahlstrand,Socialdemokratiet,Halsnæs Kommune,12
Ivan Thorstensen,Dansk Folkeparti,Holstebro Kommune,12
Henrik Gredsted,Dansk Folkeparti,Holstebro Kommune,12
Hamid El Mousti,Frie Grønne,Københavns Kommune,12
Peter Hjortkjær,T,Aarhus Kommune,12
Pernille Jänichen,Radikale,Langeland Kommune,12
Lotte Steneborg,Dansk Folkeparti,Læsø Kommune,12
Arne Rask,Liberal Alliance,Furesø Kommune,12
Helle Strange Olsen,L,Dragør Kommune,12
Jan Poulsen,Dansk Folkeparti,Langeland Kommune,12
Lars Peitersen,SF,Langeland Kommune,12
Per Dueholm,Liberal Alliance,Varde Kommune,12
Jan Sahlgren,Moderaterne,Dragør Kommune,12
Ruben Lykke Pedersen,Venstre,Stevns Kommune,12
Frank Edvard Hansen,Socialdemokratiet,Stevns Kommune,12
Carsten Jessen,SF,Greve Kommune,12
Vera Esmann Bonde,SF,Haderslev Kommune,12
Marcel Henriksen,SF,Langeland Kommune,12
Anette Boye Høgholm,N,Aarhus Kommune,12
Holger H. Christensen,L,Vordingborg Kommune,12
Selina Harris,Venstre,Odense Kommune,12
Carsten Dyrby Høj,Socialdemokratiet,Fredericia Kommune,12
Mette Hagen,U,Glostrup Kommune,12
Diana Brandt Pedersen,Venstre,Bornholms Regionskommune,12
Mads Rasmussen,SF,Odense Kommune,12
Vicki Kastberg Ravnsbæk,Radikale,Holstebro Kommune,12
Paskar Paramasamy,L,Egedal Kommune,12
Vick Sværke Nagele,SF,Brøndby Kommune,12
Friis Wiese,Venstre,Samsø Kommune,12
Mogens Grunnet,Moderaterne,Fredensborg Kommune,12
Agner Madsen,N,Aarhus Kommune,12
Jan Ambirk,Enhedslisten,Vordingborg Kommune,12
Birgit Skytte,Konservative,Vallensbæk Kommune,12
Elisabeth H. Larsen,Konservative,Middelfart Kommune,12
Gyda Kongsted,Venstre,Vallensbæk Kommune,12
Henning von Hauen,Konservative,Hillerød Kommune,12
Henning Madsen,Venstre,Solrød Kommune,12
Lena Holm Jensen Lindskog,Venstre,Københavns Kommune,12
Steen Andersen,T,Tønder Kommune,12
Nana Løcke Buttenschøn,Alternativet,Glostrup Kommune,12
Claus Starup,N,Odsherred Kommune,12
Julien Albert Sølling,R,Københavns Kommune,12
Preben Helleberg Jensen,Konservative,Tønder Kommune,12
Martin Lundsgaard-Leth,Radikale,Herning Kommune,12
John Mogensen,Konservative,Solrød Kommune,12
Lilian Iben Barnwell,L,Skive Kommune,12
Jan Friis,T,Tårnby Kommune,12
Poul Lundholdt,Radikale,Fanø Kommune,12
Hemming Klokker,SF,Lemvig Kommune,12
Søren Bjerg Nielsen,Dansk Folkeparti,Københavns Kommune,11
Thomas Hjalmar,Socialdemokratiet,Helsingør Kommune,11
Karsten Hallø,D,Sorø Kommune,11
Oliver L. V. Simonsen,Venstre,Brønderslev Kommune,11
Peder Gangelhoff,Enhedslisten,Assens Kommune,11
Jim Linderod,Konservative,Læsø Kommune,11
Jytte Garnov,Socialdemokratiet,Allerød Kommune,11
Mikael Vissing,Radikale,Assens Kommune,11
Mie Busch-Jensen,SF,Gladsaxe Kommune,11
Paul Aywaz,Radikale,Egedal Kommune,11
Ove Birk,L,Hjørring Kommune,11
Søren Bald,Radikale,Gribskov Kommune,11
Thomas Frisch,Moderaterne,Allerød Kommune,11
Ricco Scheepers,N,Billund Kommune,11
Christian Hauge Lundgaard,Liberal Alliance,Allerød Kommune,11
Don Winther,U,Glostrup Kommune,11
Lone Helmstedt,Enhedslisten,Albertslund Kommune,11
Michael M. Hansen,Konservative,Læsø Kommune,11
Katrine Kjelstrup Henningsen,U,Glostrup Kommune,11
Bente Aagaard,Dansk Folkeparti,Holstebro Kommune,11
Hans Chr. Rasmussen,SF,Stevns Kommune,11
Mikael H. Pedersen,Dansk Folkeparti,Langeland Kommune,11
Maibritt Seeger,SF,Faaborg-Midtfyn Kommune,11
Erik Olsen,Konservative,Vordingborg Kommune,11
Pernille Bordal Rasmussen,Konservative,Faxe Kommune,11
Pia B. Ravnholt,Konservative,Rebild Kommune,11
Svitlana Colding,Socialdemokratiet,Nordfyns Kommune,11
Kenni Lars Rasmussen,Liberal Alliance,Faxe Kommune,11
Misja Lykke Breith Toldam,Enhedslisten,Ringsted Kommune,11
Lene Boye-Hansen,Enhedslisten,Ringsted Kommune,11
Lasse Vogel Andersen,Konservative,Københavns Kommune,11
Pelle Jandrup,L,Københavns Kommune,11
Kim Egelund,Z,Guldborgsund Kommune,11
Gitte Iskov,L,Ishøj Kommune,11
Vibeke Hindsberg,Frie Grønne,Hørsholm Kommune,11
Regitze Aastradsen Rosenkrantz,Konservative,Glostrup Kommune,11
Niels Christian Dahl,Socialdemokratiet,Allerød Kommune,11
Michael West,SF,Viborg Kommune,11
Jens Ahm,SF,Gentofte Kommune,11
Karin Müller,Slesvigsk Parti,Tønder Kommune,11
Maria Desdorf Nissen,Liberal Alliance,Glostrup Kommune,11
Mathias Jensen,Venstre,Hillerød Kommune,11
Jens Chr. Nielsen,Enhedslisten,Syddjurs Kommune,11
Henrik Lisberg,Venstre,Fredensborg Kommune,11
Dennis Møller Frederiksen,Venstre,Greve Kommune,11
Marianne Abell,Enhedslisten,Norddjurs Kommune,11
Ann Urban,L,Odense Kommune,11
Ahn Lykke Pedersen,Konservative,Vallensbæk Kommune,11
Dan Albrechtsen,Dansk Folkeparti,Ikast-Brande Kommune,11
Nick Nouri,Radikale,Gladsaxe Kommune,11
Viola Mathiasen,Venstre,Gribskov Kommune,11
Kalle Jensen,Socialdemokratiet,Albertslund Kommune,11
Michael Carlsen,T,Hørsholm Kommune,11
Gustav Stig Ansdal,Liberal Alliance,Vallensbæk Kommune,11
Johnny Braginski,Moderaterne,Gribskov Kommune,11
Gudrun Schøsler Pedersen,SF,Norddjurs Kommune,11
Steffen Goldschmidt,Socialdemokratiet,Gribskov Kommune,11
Frank Hartvig Andersen,Konservative,Lyngby-Taarbæk Kommune,11
Uffe Nissen,Enhedslisten,Furesø Kommune,11
Karina Meldgaard Frederiksen,Dansk Folkeparti,Svendborg Kommune,11
Jørgen Boelskov,Radikale,Glostrup Kommune,11
Ole Peder Hansen,Radikale,Faaborg-Midtfyn Kommune,11
Henrik Schwartz,Liberal Alliance,Egedal Kommune,11
Brian Sørensen,Venstre,Faxe Kommune,11
Marc Hast Knudsen,Enhedslisten,Fredericia Kommune,11
Jens Peter Mølgaard,Alternativet,Syddjurs Kommune,11
Michael Hauge Andresen,Dansk Folkeparti,Morsø Kommune,11
Johnnie Kristensen,Dansk Folkeparti,Allerød Kommune,11
Flemming Mogensen,N,Norddjurs Kommune,10
Randi A. Kristensen,SF,Furesø Kommune,10
Tina Lindstorff Nielsen,Konservative,Næstved Kommune,10
Marie Kreuter,T,Ærø Kommune,10
Ole Bakkestrøm,E,Ballerup Kommune,10
Georg Hansen,Enhedslisten,Norddjurs Kommune,10
Anita Fyrstman,Venstre,Herning Kommune,10
Henrik Forsberg,Konservative,Hillerød Kommune,10
Anders Møller,Konservative,Bornholms Regionskommune,10
Ole Jes Iversen,Radikale,Ærø Kommune,10
Jesper Truelsen,Kristendemokraterne,Københavns Kommune,10
Gert Verner Jørgensen,Socialdemokratiet,Langeland Kommune,10
Karsten Toksvig,Venstre,Høje-Taastrup Kommune,10
Nicolai Hansen,Venstre,Esbjerg Kommune,10
Henriette Frænde,Kristendemokraterne,Vesthimmerlands Kommune,10
Martin Kruse,Venstre,Faxe Kommune,10
Ole Jørgensen,Venstre,Guldborgsund Kommune,10
Martin Plambæk,Liberal Alliance,Hillerød Kommune,10
Rasmus S. Jacobsen,Dansk Folkeparti,Holstebro Kommune,10
Leif Lehmann Carlsen,Konservative,Fredericia Kommune,10
Henning Bay Nielsen,Venstre,Lyngby-Taarbæk Kommune,10
Mogens Eliasen,Socialdemokratiet,Vallensbæk Kommune,10
Søren Pagh Albers,L,Jammerbugt Kommune,10
Peter Viuf Christiansen,Venstre,Mariagerfjord Kommune,10
Line Rasmussen,Konservative,Allerød Kommune,10
Tina Hieronymus,Liberal Alliance,Jammerbugt Kommune,10
Margit Lorentzen,Socialdemokratiet,Faxe Kommune,10
Charlotte Poll,Konservative,Ringsted Kommune,10
Margot Riis,Venstre,Københavns Kommune,10
Kasper Gant,R,Halsnæs Kommune,10
Marc Bangert,Liberal Alliance,Haderslev Kommune,10
Alice Holst Brask,Konservative,Norddjurs Kommune,10
Erik Sejrup,SF,Hillerød Kommune,10
Hans-Christian Sundebo,D,Ishøj Kommune,10
Karen West,Liberal Alliance,Københavns Kommune,10
Lone Christiansen,Konservative,Vallensbæk Kommune,10
André Charles Knudsen,Alternativet,Middelfart Kommune,10
Niels Christian Toft,Enhedslisten,Rudersdal Kommune,10
Christian Skipper,Venstre,Assens Kommune,10
Helle Nørregaard,Enhedslisten,Vordingborg Kommune,10
Søsser Grønnegård,Dansk Folkeparti,Allerød Kommune,10
Heidi Boss Nyby,Venstre,Fredensborg Kommune,10
Hameed Akhtar Bakhsh,Moderaterne,Fredensborg Kommune,10
Frederikke Wright,Venstre,Faaborg-Midtfyn Kommune,10
Anne Frederiksen,Enhedslisten,Brøndby Kommune,10
Peder Kähler,Socialdemokratiet,Glostrup Kommune,10
Søren Regenberg,Dansk Folkeparti,Fredensborg Kommune,10
Christian Simonsen,D,Brønderslev Kommune,10
Claus Palle Graff,Dansk Folkeparti,Morsø Kommune,10
Kim Jensen,Venstre,Jammerbugt Kommune,10
Silke Jagd,Venstre,Odsherred Kommune,10
Jørgen Hansen,Konservative,Kerteminde Kommune,10
Torben Rønne Petersen,Venstre,Hillerød Kommune,10
Robert Gerken,Socialdemokratiet,Holbæk Kommune,10
Kirsten-Marie Roed,Venstre,Vejle Kommune,10
